Owners,AppID,Name,Type,Changed,Kinguin,Achievements
0.09%,1950470,Rotten Apple - New York Fallen,Purchase disabled,09/2022,,?
0.09%,1959390,Fear the Spotlight,Purchase disabled,11/2023,,?
0.09%,2007740,The Roots,Purchase disabled,09/2022,,?
0.09%,2418140,Sayako Story,Unreleased,07/2023,,?
0.08%,17170,Mosby's Confederacy Beta,Test app,,,?
0.08%,23370,Yosumin Media preview,Test app,,,?
0.08%,24700,Warhammer Online: Age of Reckoning,Delisted,,,?
0.08%,436410,Beyond The Destiny,Purchase disabled,04/2017,,4
0.08%,464020,Super Puzzle Galaxy,Purchase disabled,05/2019,,30
0.08%,489400,The Last Look,Purchase disabled,04/2019,,8
0.08%,503920,Structure,Unreleased,05/2021,,?
0.08%,525630,Resin,Delisted,02/2018,,6
0.08%,723330,Winning Post 8 2018,Purchase disabled,02/2021,,?
0.08%,729920,Dark Dimensions: City of Ash Collector's Edition,Purchase disabled,03/2019,,0
0.08%,729960,Ominous Objects: Phantom Reflection Collector's Edition,Purchase disabled,03/2019,,0
0.08%,764080,GloGo,Purchase disabled,05/2019,,30
0.08%,786050,Redemption Cemetery: Clock of Fate Collector's Edition,Purchase disabled,03/2019,,0
0.08%,811040,Memoir,Purchase disabled,04/2019,,15
0.08%,866890,Active Shooter,Unreleased,05/2018,,?
0.08%,1043490,CherryBoy,Unreleased,10/2019,,?
0.08%,1052790,TRPG in VR Space,Purchase disabled,06/2020,,?
0.08%,1104550,Cursed One,Unreleased,04/2020,,?
0.08%,1222810,???????,Unreleased,02/2020,,?
0.08%,1238300,Empire Defenders,Delisted,02/2020,,?
0.08%,1248770,Burglar Girl,Unreleased,02/2020,,?
0.08%,1261790,ABSOLUTE,Purchase disabled,08/2022,,?
0.08%,1365520,Dwarven Forge,Purchase disabled,12/2021,,?
0.08%,1708310,VR Dance Star,Delisted,10/2021,,?
0.08%,1735860,LyokoVR,Purchase disabled,11/2022,,?
0.08%,1976680,Colour Card Game,Purchase disabled,11/2022,,?
0.08%,2586810,ESCAPE FROM TOILETS,Unreleased,10/2023,,?
0.07%,7810,Top Spin 2,Delisted,,,0
0.07%,24630,Trainz Simulator 2010: Engineers Edition,Delisted,,,?
0.07%,29680,City of Heroes: Going Rogue,Delisted,,,?
0.07%,34230,Football Manager 2011 Korean,Retail only,,,?
0.07%,397530,Sword Coast Legends - Head Start Access,Test app,,,?
0.07%,427480,FritzChess 15,Purchase disabled,09/2022,,0
0.07%,497630,HUNT,Delisted,04/2017,,?
0.07%,522030,Eclipse: New Dawn for the Galaxy,Purchase disabled,05/2018,,20
0.07%,568150,Technoball,Delisted,05/2018,,12
0.07%,596700,Lines,Delisted,03/2017,3,?
0.07%,616570,Gritty Bit VR,Purchase disabled,03/2019,,0
0.07%,699810,?????? ??????????,Retail only,05/2018,,?
0.07%,834730,Crazy Justice,Unreleased,01/2019,,?
0.07%,911380,BULLETGROUNDS,Unreleased,03/2023,,?
0.07%,939700,Winning Post 9,Purchase disabled,02/2022,,?
0.07%,943490,Team Fortress 2008,Unreleased,10/2018,,?
0.07%,993840,Drive,Purchase disabled,09/2023,,25
0.07%,1048320,??????,Purchase disabled,02/2021,,?
0.07%,1081400,Where is my family,Purchase disabled,08/2020,,?
0.07%,1124010,Realms of Regalia: Royal Rumble,Purchase disabled,09/2020,,?
0.07%,1143930,HYENAS - Closed Alpha,Test app,08/2019,,?
0.07%,1152780,Delivery,Purchase disabled,07/2020,,8
0.07%,1154320,VALHALL Tests,Purchase disabled,10/2020,,0
0.07%,1296960,USSR Girls,Unreleased,04/2020,,?
0.07%,1364280,The Kalalau Trail,Purchase disabled,04/2023,,?
0.07%,1462880,Urban Basketball VR,Purchase disabled,02/2023,,?
0.07%,1633820,Crypto Is Dead,Purchase disabled,10/2023,,11
0.07%,1727500,Time Keeper,Purchase disabled,02/2023,,?
0.07%,1729020,Fuzoku Frame [18+] ??,Unreleased,09/2021,,?
0.07%,1977310,"""T-Crisis 4 110% A.I. Turbo Remix"" Tetris",Unreleased,06/2022,,?
0.07%,2077210,RC SIM 2022,Purchase disabled,04/2023,,?
0.07%,2177590,Solid Flight,Purchase disabled,01/2023,,?
0.06%,15290,Lost: Via Domus,Delisted,,,0
0.06%,21140,LEGO: Universe,Delisted,,,?
0.06%,24620,Trainz Classics: Volume 3,Delisted,,,?
0.06%,39620,Agatha Christie: Murder on the Orient Express,Delisted,,,0
0.06%,49700,Stargate Resistance,Delisted,,,0
0.06%,216570,Football Manager 2013 Korean,Retail only,,,?
0.06%,261450,SNOW Preview,Test app,,,?
0.06%,294120,"Warhammer 40,000: Carnage Champions",Delisted,06/2017,,52
0.06%,322160,Afro Samurai 2: Revenge of Kuma Volume One,Delisted,,,?
0.06%,459440,Tower!3D,Purchase disabled,04/2020,,9
0.06%,541330,Galactic Adventures,Delisted,10/2016,,?
0.06%,710980,House Flipper - Beta,Test app,05/2018,,?
0.06%,795430,Puzzle Lab,Purchase disabled,04/2020,,12
0.06%,838710,Dark Dimensions: Somber Song Collector's Edition,Purchase disabled,03/2019,,0
0.06%,850510,Fidget Spinner Simulator 2018,Unreleased,04/2018,,?
0.06%,961960,Varenje: Collectors Edition,Unreleased,12/2018,,?
0.06%,997590,Black Future '88 - Beta Demo,Test app,12/2018,,?
0.06%,1058480,Bullet Harmony,Delisted,09/2020,,?
0.06%,1092910,Sharks and Treasures,Unreleased,08/2019,,?
0.06%,1159040,Kendo,Purchase disabled,11/2020,,?
0.06%,1211060,Mission:Amazing,Purchase disabled,12/2021,,?
0.06%,1253430,Remake Evil 3: Resident Penesis,Unreleased,03/2020,,?
0.06%,1348730,Blightbound Beta,Test app,06/2020,,?
0.06%,1418440,Beyond Polaris Guardian,Purchase disabled,12/2022,,?
0.06%,1455890,Darklight: Origin,Purchase disabled,10/2021,,13
0.06%,1466620,The Guardians of Peace,Purchase disabled,12/2021,,?
0.06%,1515930,Wild Workshop,Purchase disabled,10/2021,,?
0.06%,1568930,????,Unreleased,04/2021,,?
0.06%,1746010,??????,Purchase disabled,01/2023,,?
0.06%,2288760,Night Run,Unreleased,08/2023,,?
0.06%,2370010,Brick Exorcist,Unreleased,06/2023,,?
0.06%,17420,Warhammer Online: Age of Reckoning,Delisted,,,0
0.06%,18100,Shattered Horizon: Arconauts,Pre-order exclusive,06/2016,,2
0.06%,24610,Trainz Classics: 1st & 2nd Edition,Delisted,,,?
0.06%,39600,Agatha Christie: And then there were None,Delisted,,,0
0.06%,39610,Agatha Christie: Evil under the Sun,Delisted,,,0
0.06%,105200,Reign of Thunder (Beta),Test app,10/2016,,?
0.06%,227400,Darkfall Unholy Wars,Purchase disabled,11/2022,,78
0.06%,265020,Ashes Cricket 2013,Delisted,,,?
0.06%,331050,Demons Age,Delisted,11/2018,,22
0.06%,517860,Fly to KUMA MAKER,Purchase disabled,03/2020,,21
0.06%,719400,EVENING CHAOS,Delisted,04/2018,,0
0.06%,723370,FARIA: Spiritbird,Purchase disabled,12/2018,,0
0.06%,761990,Rockochet,Purchase disabled,01/2019,,0
0.06%,839220,Helpless Zombies,Unreleased,11/2018,0.52,?
0.06%,855750,Der Atom Nazi,Unreleased,05/2019,,?
0.06%,867520,Army Ops Test Server,Test app,05/2018,,?
0.06%,912630,Dystopia,Purchase disabled,11/2018,,0
0.06%,916940,??,Purchase disabled,04/2020,,0
0.06%,931400,Rapture Rejects Alpha,Test app,11/2018,,?
0.06%,1006940,Cowboy Life,Unreleased,02/2019,,?
0.06%,1025320,Forever Lost: Episode 2,Purchase disabled,07/2021,,?
0.06%,1082640,Polities,Purchase disabled,03/2020,,?
0.06%,1143130,Stratoscape,Purchase disabled,12/2020,,?
0.06%,1154990,War Saber,Purchase disabled,07/2022,,?
0.06%,1166960,Last Labyrinth Closed Demo,Test app,09/2019,,?
0.06%,1251540,???-lily of the hollow-,Unreleased,06/2020,,?
0.06%,1259160,Land of Zympaia,Purchase disabled,08/2022,,?
0.06%,1354510,Traphouse Druglord,Purchase disabled,09/2023,,?
0.06%,1458990,North Modding Company: Bergsbruk,Purchase disabled,08/2022,,?
0.06%,1489820,Zombrio,Purchase disabled,10/2021,,?
0.06%,1552630,Moonwave Overdrive,Purchase disabled,11/2022,,37
0.06%,1580670,Ghost or Trick,Delisted,03/2023,,?
0.06%,1634530,Ascension,Purchase disabled,07/2022,,?
0.06%,2131280,Ancient,Unreleased,07/2023,,?
0.06%,2587290,Gamification Box,Unreleased,09/2023,,?
0.05%,3650,Zuma's Revenge! - Adventure,Delisted,,,?
0.05%,7400,Ricochet: Lost Worlds,Delisted,,,0
0.05%,21990,Teenage Mutant Ninja Turtles,Delisted,,,0
0.05%,24760,BattleForge,Delisted,,,0
0.05%,51040,Fairway Solitaire,Delisted,,,?
0.05%,65100,Demolition Company,Delisted,,,0
0.05%,353690,D.U.S.T.,Delisted,09/2017,,?
0.05%,383110,Battle Squadron,Delisted,,,?
0.05%,396540,Cliffs of War: Fortress Defenders,Purchase disabled,12/2016,,0
0.05%,490380,Flight 787 - Advanced,Purchase disabled,07/2018,,0
0.05%,505670,Fire Farm VR,Delisted,06/2017,,?
0.05%,672450,Z ViRus: V.I.R.M Uprising,Purchase disabled,06/2020,,0
0.05%,717280,Critters - Cute Cubs in a Cruel World,Purchase disabled,07/2018,,0
0.05%,745070,Pizza Connection 3 - Beta,F2P (unavailable),11/2017,,?
0.05%,767340,Minion Forest,Purchase disabled,08/2018,,6
0.05%,773770,The Way of Kings: Escape the Shattered Plains!,Purchase disabled,09/2021,,0
0.05%,778900,Magical Star Pillars,Purchase disabled,10/2019,,0
0.05%,819440,HAMMER WORLD: DIMENSION TRAVELER,Unreleased,04/2023,,?
0.05%,856320,The Road Trip,Purchase disabled,07/2019,,0
0.05%,875280,AIDS Simulator,Unreleased,06/2018,,?
0.05%,972920,Rebirth,Purchase disabled,10/2019,,0
0.05%,1121880,Kumo,Unreleased,06/2020,,?
0.05%,1140480,Lost Wing Beta,Test app,08/2019,,?
0.05%,1180070,Bangers & Mash,Purchase disabled,07/2023,,?
0.05%,1189980,Bleeding Edge Beta,Test app,02/2020,,?
0.05%,1209980,CaveBugBoy,Purchase disabled,01/2020,,0
0.05%,1234460,Bernadette and the Demon Circus,Unreleased,05/2023,,?
0.05%,1300630,Meditation 2 ~ Wisdom and Christian Art,Purchase disabled,07/2020,,66
0.05%,1361600,Demon Purge Saga,Unreleased,09/2020,,?
0.05%,1379650,Nongunz: Doppelganger Edition BETA,Test app,08/2020,,?
0.05%,1403140,Lost Earth,Unreleased,09/2020,,?
0.05%,1419720,Bloodlust Online,Unreleased,05/2023,,?
0.05%,1427020,Sasel RPG,Purchase disabled,07/2022,,?
0.05%,1800810,Space Blast,Unreleased,02/2023,,?
0.05%,1807390,Symbiotic (Demo),Unreleased,04/2022,,?
0.05%,2145550,CyberHeroes Arena,Purchase disabled,10/2022,,?
0.05%,2276910,OliVR,Unreleased,04/2023,,?
0.05%,2355710,inziva,Purchase disabled,11/2023,,?
0.05%,2476750,Hentai Solitaire,Unreleased,06/2023,,?
0.05%,2562640,Petrol Station Sim,Unreleased,09/2023,,?
0.04%,7420,Wik and the Fable of Souls,Delisted,,,0
0.04%,10470,Happy Tree Friends: False Alarm,Delisted,,,0
0.04%,17400,FIFA Manager 09,Delisted,,,?
0.04%,21950,Grey's Anatomy: The Video Game,Delisted,,,?
0.04%,24850,FIFA Manager 10,Delisted,,,?
0.04%,44000,2XL Supercross,Delisted,,,19
0.04%,210800,Friday the 13th: The Game - Virtual Cabin,Retail only,01/2022,,?
0.04%,357730,VR Karts,Purchase disabled,,,0
0.04%,365920,Act of Aggression Press Review,Test app,10/2016,,?
0.04%,457790,Capria: Magic of the Elements,Purchase disabled,09/2018,,0
0.04%,516730,Stuntfest Prototype,Retail only,08/2016,,?
0.04%,629450,Towards Gold and Glory,Unreleased,12/2019,,?
0.04%,656340,SOLITAIRE ULTRA,Purchase disabled,08/2018,,0
0.04%,672990,BackToNormal,Unreleased,10/2019,,?
0.04%,716390,Athenian Acropolis,Delisted,06/2018,,?
0.04%,746610,Train Runner VR,Delisted,06/2018,,?
0.04%,765560,Pro Strategy Football 2018,Purchase disabled,10/2019,,0
0.04%,795640,VINDICTA Arcade,Purchase disabled,10/2018,,0
0.04%,858890,Tropico 6 - Beta,Pre-order exclusive,03/2019,,?
0.04%,918590,Ocean Nomad: Survival on Raft,Delisted,05/2021,,?
0.04%,976170,Cute(Hard)Puzzle,Delisted,03/2019,,?
0.04%,1025450,Forever Lost: Episode 3,Purchase disabled,07/2021,,?
0.04%,1034490,Honeycomb Clash,Delisted,11/2019,,?
0.04%,1063220,ChessBase 15 Steam Edition,Purchase disabled,10/2022,,?
0.04%,1108360,AOS Manager,Purchase disabled,06/2020,,?
0.04%,1142010,Crime Opera: The Butterfly Effect,Unreleased,11/2019,,?
0.04%,1151760,The Sinking City,Purchase disabled,01/2021,89.64,27
0.04%,1153790,90 Days To Defence,Unreleased,11/2019,,?
0.04%,1203660,Animal Farm: China,Purchase disabled,06/2020,,0
0.04%,1216650,??????,Unreleased,02/2020,,?
0.04%,1259080,Hello World,Unreleased,07/2020,,?
0.04%,1320470,Meditation 3 ~ Sophia Code,Purchase disabled,07/2020,,16
0.04%,1344760,Night Rogue,Purchase disabled,03/2022,,?
0.04%,1443550,SOME TCG,Unreleased,02/2021,,?
0.04%,1772260,The Video Game Machine,Purchase disabled,05/2023,,?
0.04%,1871570,Robozarro 2: Operation Atlantic,Unreleased,08/2023,,?
0.04%,1979950,Necrophobia,Unreleased,05/2023,,?
0.04%,2380470,Ember Throne Online,Unreleased,08/2023,,?
0.04%,2458440,Checkmate! My Shogi Club President can't be this Cute!,Unreleased,09/2023,,?
0.04%,2666100,Lorenzo the Runner,Purchase disabled,11/2023,,?
0.04%,6350,Age of Conan: Rise of the Godslayer,Delisted,,,?
0.04%,15280,Pacific Fighters,Delisted,,1.58,?
0.04%,19990,Shaun White Snowboarding,Delisted,,,?
0.04%,24150,Vanguard: Saga of Heroes,Delisted,,,?
0.04%,24820,The Godfather,Delisted,,,0
0.04%,29500,City of Heroes: Architect Edition,Delisted,,,?
0.04%,29550,City of Heroes,Delisted,08/2010,,?
0.04%,47850,FIFA Manager 11,Delisted,,,?
0.04%,55190,HOMEFRONT [Alpha],Test app,,,?
0.04%,330610,The Old City: Leviathan - Press Build,Test app,10/2014,,?
0.04%,349360,Dirty Bomb [Private Test Server],F2P (unavailable),02/2015,,?
0.04%,477970,Bloodstained: Ritual of the Night,Test app,05/2016,,?
0.04%,575540,VR Golf Online,Purchase disabled,04/2019,,0
0.04%,674890,Mechsprofit: Mech Tycoon Simulator,Purchase disabled,12/2020,,0
0.04%,680370,The IL Tempo Game,Delisted,03/2018,,?
0.04%,716420,Roman Sacrifice in C¢rdoba,Delisted,06/2018,,?
0.04%,736540,Spiki Game Box,Delisted,02/2021,,?
0.04%,739090,Bygone Worlds: Ephesus,Delisted,06/2018,,?
0.04%,766970,John Dungeon,Delisted,02/2018,,?
0.04%,860870,BULLY STORE,Purchase disabled,10/2019,,0
0.04%,887480,Bloodstained: Ritual of the Night - Beta Backer Demo,Retail only,01/2022,,?
0.04%,954310,Master Of Earth,Unreleased,09/2023,,?
0.04%,988500,Trigger Table,Purchase disabled,06/2019,,?
0.04%,1006590,Fireman's Quest,Unreleased,03/2019,,?
0.04%,1016040,Wreckin' Ball Adventure BETA,Test app,01/2019,,?
0.04%,1017000,Warhammer: Chaosbane Beta,Pre-order exclusive,05/2019,,?
0.04%,1036860,Steel Division 2 - Beta,Test app,03/2019,,?
0.04%,1103950,ANAREA Battle Royale,Purchase disabled,10/2021,,?
0.04%,1124690,La Introducci¢n,Purchase disabled,12/2019,,?
0.04%,1227370,Naked Maya Tattoo Girls From Outer Space,Purchase disabled,07/2022,,?
0.04%,1239240,ENDLESS? Dungeon ? Insiders,Test app,05/2023,,?
0.04%,1292620,Hot-air VR Balloon trip over Russian Primorye,Unreleased,05/2020,,?
0.04%,1321570,Star Dynasties Development Build,Test app,05/2020,,?
0.04%,1392470,Scienemy,Unreleased,08/2020,,?
0.04%,1682240,Deck Adventurers - Heroes of the Valley,Unreleased,06/2022,,?
0.04%,1703080,F-15 Strike Eagle,Purchase disabled,01/2022,,?
0.04%,1711630,Reclusive,Unreleased,11/2021,,?
0.04%,2210000,Unnatural: Benighted,Unreleased,02/2023,,?
0.04%,2355610,Yet Another Hentai Puzzle,Unreleased,09/2023,,?
0.04%,2409350,Greymarsh Redux,Unreleased,06/2023,,?
0.04%,2413910,DREAMIO: AI-Powered Adventures,Unreleased,06/2023,,?
0.04%,2444620,The Hotel,Unreleased,06/2023,,?
0.04%,2538620,Joe Biden - Escape From MAGA,Unreleased,09/2023,,?
0.04%,2555660,Beasts Lair,Unreleased,11/2023,,?
0.03%,2690,Empires: Dawn of the Modern World,Delisted,,10.32,0
0.03%,4790,SEGA Rally Revo,Delisted,11/2014,,0
0.03%,6360,Age of Conan: Rise of the Godslayer,Delisted,06/2016,,?
0.03%,29520,Lineage,Delisted,,,?
0.03%,33510,Officers: World War II,Delisted,,,?
0.03%,362990,Risen 3: Titan Lords - Enhanced Edition,Unreleased,07/2015,,?
0.03%,396410,Tom Clancy's Rainbow Six Siege - Beta,Test app,11/2015,,?
0.03%,517020,Virtual Warfighter,Purchase disabled,05/2021,,0
0.03%,548270,Eradicated?,Unreleased,01/2017,,?
0.03%,684830,Descendants of the Dogmatic: Threshold,Unreleased,12/2022,,?
0.03%,708030,Ultraball (beta),Test app,08/2017,,?
0.03%,716410,Bygone Worlds: Jerusalem,Delisted,06/2018,,?
0.03%,752720,The Culling 2,Purchase disabled,07/2018,,30
0.03%,889030,Grand Kokoro - Episode 1,Purchase disabled,11/2021,,16
0.03%,906260,Age of Legacy,Purchase disabled,04/2022,,10
0.03%,1047210,Cold War Game,Delisted,07/2020,,?
0.03%,1052050,Tower Arena,Unreleased,10/2020,,?
0.03%,1052430,????,Purchase disabled,05/2020,,0
0.03%,1060280,Beautify Day,Purchase disabled,09/2021,,?
0.03%,1076520,Give an imp a chance!,Unreleased,11/2019,,?
0.03%,1113830,Valfaris Beta,Test app,07/2019,,?
0.03%,1114500,Immortal Realms: Vampire Wars - Beta,Test app,07/2019,,?
0.03%,1126280,1942,Purchase disabled,12/2019,,?
0.03%,1240410,Halo Infinite - Insider,Test app,07/2021,,?
0.03%,1273870,TCVR,Purchase disabled,05/2021,,0
0.03%,1378810,The Haunted Dolls,Purchase disabled,10/2022,,12
0.03%,1392000,Corona Sector,Purchase disabled,11/2020,,9
0.03%,1438270,Rouge Wars,Purchase disabled,11/2021,,?
0.03%,1455270,STARLITE: Defender of Justice,Purchase disabled,10/2021,,?
0.03%,1556740,Oplitak,Purchase disabled,09/2023,,10
0.03%,1644660,Imperfect,Unreleased,11/2023,,?
0.03%,1712080,Birger's Tale,Unreleased,09/2023,,?
0.03%,1809970,Dunkeep,Unreleased,05/2023,,?
0.03%,1846420,euphoria,Unreleased,10/2022,,?
0.03%,1972910,?????,Purchase disabled,03/2023,,?
0.03%,1995130,Demonoire,Delisted,06/2022,,?
0.03%,2082480,???,Delisted,09/2022,,?
0.03%,2152950,Beyond the Gate,Unreleased,04/2023,,?
0.03%,2211940,Doge Simulator,Unreleased,04/2023,,?
0.03%,2236270,Banana Man : The Space Monkeys,Purchase disabled,10/2023,,?
0.03%,2244560,Chieftain's Daughter,Unreleased,09/2023,,?
0.03%,2264540,Minions of Steel,Unreleased,02/2023,,?
0.03%,2269510,P.e.n.a.n.c.e,Delisted,03/2023,,?
0.03%,2388700,Megacobra vs Sharkbat,Unreleased,05/2023,,?
0.03%,2472310,?????????????30????????,Unreleased,08/2023,,?
0.03%,2534900,TV Simulator,Unreleased,08/2023,,?
0.02%,10490,Iron Man,Delisted,,,0
0.02%,10630,Football Manager Live,Delisted,,,?
0.02%,24210,Everquest: Underfoot - Raging Mercenaries,Delisted,,,?
0.02%,24220,Everquest: House of Thule,Delisted,05/2021,,?
0.02%,29530,Lineage II: The Chaotic Throne,Delisted,,,?
0.02%,33500,Hired Guns: The Jagged Edge,Delisted,,,?
0.02%,38800,CrimeCraft: Premium Edition,Delisted,,,?
0.02%,212090,Endless Space VIP,Test app,02/2017,,?
0.02%,238130,Wargame: AirLand Battle Press,Test app,10/2016,,?
0.02%,426250,Periodonica,Delisted,11/2017,,?
0.02%,511370,Wrath Of The Fire God,Purchase disabled,12/2021,,0
0.02%,526580,Winning Post 8 2017,Purchase disabled,02/2020,,?
0.02%,537710,VR Swing Table Tennis Oculus,Delisted,09/2017,,10
0.02%,664840,Heavy Fire: Red Shadow,Purchase disabled,06/2021,,?
0.02%,705980,The Greenskins,Unreleased,11/2019,,?
0.02%,706520,BlackShield: Upora Story,Purchase disabled,10/2018,,22
0.02%,718050,Hentai Boom,Unreleased,03/2019,,?
0.02%,719540,VR DREAM MATCH BASEBALL,Purchase disabled,12/2020,,0
0.02%,733440,Real RC Flight Simulator,Delisted,12/2018,,0
0.02%,748380,Indivisible Backer Preview,Retail only,11/2017,,?
0.02%,748460,RealFlight 8,Purchase disabled,09/2019,,0
0.02%,780690,University Tycoon: 2019,Purchase disabled,04/2021,,?
0.02%,790780,Yozakura Wizard VR,Purchase disabled,04/2019,,0
0.02%,791620,Masplado,Purchase disabled,08/2019,,0
0.02%,798230,Aima Wars: Steampunk & Orcs,Purchase disabled,11/2020,,?
0.02%,798640,Olea's Messenger,Unreleased,05/2019,,?
0.02%,811500,The Last Piece of Bacon,Purchase disabled,10/2019,,0
0.02%,898670,Crown of Worlds,Unreleased,04/2021,,?
0.02%,962620,Date Night,Unreleased,05/2019,,?
0.02%,1010460,CivilContract,Purchase disabled,03/2023,,11
0.02%,1011220,??????,Purchase disabled,06/2020,,?
0.02%,1052590,ZYKRUN,Purchase disabled,02/2020,,9
0.02%,1057870,System Shock - Backer Beta,Retail only,03/2023,,?
0.02%,1101840,WBTR,Purchase disabled,02/2021,,9
0.02%,1173720,Tactical Breach Wizards Testing,Test app,08/2022,,?
0.02%,1197070,Black Crystals,Unreleased,01/2022,,?
0.02%,1209100,Bug Academy (Press version),Test app,06/2020,,?
0.02%,1252640,Port Royale 4 - Beta,Test app,02/2020,,?
0.02%,1275340,Yui - The Forgotten Girl,Unreleased,06/2020,,?
0.02%,1280710,Sons of Ra Beta,Test app,04/2020,,?
0.02%,1282050,Tabletop Playground Beta,Test app,05/2020,,?
0.02%,1288710,BlackSite,Unreleased,08/2020,,?
0.02%,1537280,Kill the King,Unreleased,03/2023,,?
0.02%,1542890,Angry Celt Warrior,Purchase disabled,05/2023,,?
0.02%,1543820,PaperCraft,Purchase disabled,04/2021,,?
0.02%,1552190,Lust from Beyond - BETA,Test app,02/2021,,?
0.02%,1587750,Fat Fritz 2.0 Steam Edition,Purchase disabled,09/2022,,?
0.02%,1686450,nanos world,Unreleased,11/2021,,?
0.02%,1699250,Into The Midnight,Unreleased,11/2022,,?
0.02%,1838170,Broken,Purchase disabled,02/2022,,?
0.02%,1942730,Lum,Unreleased,03/2023,,?
0.02%,1985210,Mortie College,Unreleased,05/2022,,?
0.02%,2065620,Individualand,Purchase disabled,02/2023,,?
0.02%,2076060,Agri-Tycoon,Unreleased,09/2023,,?
0.02%,2102560,MARIONETTE,Unreleased,08/2022,,?
0.02%,2136080,BACKROOMS,Unreleased,08/2023,,?
0.02%,2136350,Kasaba,Unreleased,04/2023,,?
0.02%,2247750,Drive Maker,Purchase disabled,03/2023,,?
0.02%,2308510,"My Friend, the Catgirl",Unreleased,03/2023,,?
0.02%,2448380,Rescue Contest,Unreleased,06/2023,,?
0.02%,2481250,Stations In Seoul: Rogue-lite Card Game,Unreleased,08/2023,,?
0.01%,2680,The History Channel: Civil War,Delisted,,,0
0.01%,4400,City Life,Delisted,,,0
0.01%,4410,City Life Deluxe,Delisted,,,0
0.01%,8740,Puzzlegeddon,Delisted,,,?
0.01%,10040,The History Channel: Battle for the Pacific,Delisted,,,0
0.01%,10520,Beijing 2008,Purchase disabled,,,0
0.01%,29590,Lineage II: The Chaotic Throne,Delisted,,,?
0.01%,35900,Nullbreaker,Test app,,,?
0.01%,38820,Crimecraft: BLEEDOUT,Delisted,,,0
0.01%,50800,i'm not alone,Delisted,,,0
0.01%,57500,All Points Bulletin,Delisted,07/2013,,?
